County,meanPovertyRate,meanFamilyIncome,percentLowFoodAccess
Susquehanna County,12.345454545454546,64166.63636363636,27.27272727272727
Sussex County,8.55959595959596,88361.52040816327,8.080808080808081
Sutter County,15.71904761904762,65823.0,19.047619047619047
Sutton County,8.3,63849.0,0.0
Suwannee County,18.042857142857144,50976.42857142857,28.57142857142857
Swain County,17.3,46041.5,0.0
Sweet Grass County,7.9,67007.0,0.0
Sweetwater County,11.608333333333334,85896.83333333333,0.0
Swift County,12.475,66319.0,25.0
Swisher County,17.533333333333335,51556.0,33.33333333333333
Switzerland County,19.96666666666667,55989.666666666664,0.0
Talbot County,11.661538461538461,76854.38461538461,30.76923076923077
Taliaferro County,28.0,42292.0,100.0
Talladega County,20.927272727272726,50235.59090909091,22.727272727272727
Tallahatchie County,31.075,39406.0,50.0
Tallapoosa County,20.689999999999998,52961.9,10.0
Tama County,11.700000000000001,69251.5,16.666666666666664
Taney County,16.43,51275.3,50.0
Tangipahoa Parish,23.81,55109.94736842105,30.0
Taos County,21.983333333333334,46920.833333333336,66.66666666666666
Tarrant County,14.536974789915966,77857.4985915493,18.207282913165265
Tate County,21.04,60448.4,80.0
Tattnall County,22.720000000000002,51510.2,20.0
Taylor County,18.098387096774193,56805.55,25.806451612903224
Tazewell County,11.082926829268292,70375.85365853658,14.634146341463413
Tehama County,20.963636363636365,54655.63636363636,54.54545454545454
Telfair County,21.8,47375.0,66.66666666666666
Teller County,9.216666666666667,72319.16666666667,0.0
Tensas Parish,38.9,32644.333333333332,100.0
Terrebonne Parish,21.585714285714285,58561.95238095238,14.285714285714285
Terrell County,26.080000000000002,44483.8,40.0
Terry County,18.3,53096.666666666664,33.33333333333333
Teton County,9.5125,89808.625,0.0
Texas County,20.455555555555556,54690.555555555555,33.33333333333333
Thayer County,8.5,65731.0,0.0
Thomas County,19.099999999999998,55426.42857142857,14.285714285714285
Throckmorton County,14.7,64231.0,0.0
Thurston County,11.898039215686273,80306.6862745098,5.88235294117647
Tift County,22.7,56453.444444444445,33.33333333333333
Tillamook County,14.75,57777.25,0.0
Tillman County,20.98,48467.2,40.0
Tioga County,12.245000000000001,67827.75,10.0
Tippah County,22.6,47398.0,0.0
Tippecanoe County,21.94324324324324,66454.41176470589,32.432432432432435
Tipton County,13.241176470588234,64248.94117647059,5.88235294117647
Tishomingo County,18.9,44742.75,0.0
Titus County,19.1,51338.375,37.5
Todd County,20.599999999999998,54730.71428571428,50.0
Tolland County,8.196551724137931,105768.39285714286,17.24137931034483
Tom Green County,13.212,62379.416666666664,20.0
Tompkins County,22.76086956521739,82500.31818181818,21.73913043478261
Tooele County,8.47,74004.6,30.0
Toole County,8.833333333333334,64834.5,0.0
Toombs County,24.71666666666667,50213.166666666664,33.33333333333333
Torrance County,25.325,53066.75,50.0
Towner County,12.2,71920.0,0.0
Towns County,15.700000000000001,52794.666666666664,0.0
Traill County,6.225,81424.75,0.0
Transylvania County,13.9,55624.42857142857,0.0
Traverse County,11.2,62098.5,0.0
Travis County,14.385253456221198,97262.79146919432,11.52073732718894
Treasure County,16.0,47143.0,100.0
Trego County,7.6,70521.0,0.0
Trempealeau County,8.75,69868.875,0.0
Treutlen County,23.4,46357.5,0.0
Trigg County,25.919999999999998,61526.0,20.0
Trimble County,18.85,57921.5,0.0
Trinity County,18.72,48110.9,30.0
Tripp County,19.549999999999997,61655.5,0.0
Troup County,19.99285714285714,54972.07142857143,21.428571428571427
Trousdale County,16.15,56830.5,0.0
Trumbull County,19.323636363636364,56271.58181818182,25.454545454545453
Tucker County,14.0,59002.333333333336,0.0
Tulare County,25.988461538461536,51671.818181818184,20.51282051282051
Tulsa County,16.971999999999998,69386.0172413793,17.71428571428571
Tunica County,22.35,40146.0,100.0
Tuolumne County,12.363636363636363,68232.8,0.0
Turner County,22.275000000000002,59357.25,25.0
Tuscaloosa County,21.22340425531915,65771.06521739131,8.51063829787234
Tuscarawas County,13.095238095238095,62605.23809523809,4.761904761904762
Tuscola County,15.261538461538462,57893.692307692305,15.384615384615385
Twiggs County,26.549999999999997,49027.5,0.0
Twin Falls County,14.307142857142859,62182.71428571428,7.142857142857142
Tyler County,15.9625,57503.625,25.0
Tyrrell County,25.2,49808.0,0.0
Uinta County,12.433333333333332,70347.66666666667,0.0
Uintah County,11.983333333333334,74030.16666666667,16.666666666666664
Ulster County,13.72127659574468,79904.14893617021,10.638297872340425
Umatilla County,16.88,62161.2,13.333333333333334
Unicoi County,20.525,50361.0,0.0
Union County,11.785470085470086,84114.42857142857,9.401709401709402
Union Parish,19.416666666666668,57816.166666666664,33.33333333333333
Upshur County,16.392307692307693,58795.61538461538,23.076923076923077
Upson County,21.342857142857145,50848.57142857143,42.857142857142854
Upton County,16.65,72028.5,0.0
Utah County,12.15748031496063,78324.07874015748,7.086614173228346
Uvalde County,16.02,52440.2,80.0
Val Verde County,18.91,51516.0,40.0
Valdez-Cordova Census Area,8.633333333333333,95361.66666666667,0.0
Valencia County,19.644444444444446,52596.77777777778,38.88888888888889
Valley County,9.375,67370.25,0.0
Van Buren County,16.625,57662.916666666664,16.666666666666664
Van Wert County,12.3,61313.11111111111,11.11111111111111
Van Zandt County,14.940000000000001,60056.0,20.0
Vance County,26.630000000000003,47122.4,20.0
Vanderburgh County,20.577551020408162,58971.458333333336,18.367346938775512
Venango County,15.21875,58483.625,12.5
Ventura County,9.817341040462429,99331.93023255814,5.202312138728324
Vermilion County,20.6125,55394.916666666664,25.0
Vermilion Parish,18.266666666666666,60288.5,25.0
Vermillion County,13.88,60588.2,0.0
Vernon County,15.46923076923077,59085.38461538462,46.15384615384615
Vernon Parish,15.608333333333334,56466.90909090909,50.0
Victoria County,16.681818181818183,68015.59090909091,18.181818181818183
Vigo County,22.646428571428572,53455.74074074074,46.42857142857143
Vilas County,13.86,56532.6,0.0
Vinton County,21.0,54827.0,33.33333333333333
Virginia Beach city,7.605050505050505,88507.40816326531,7.07070707070707
Volusia County,15.827433628318584,59046.24778761062,23.008849557522122
Wabash County,12.433333333333332,61295.416666666664,16.666666666666664
Wabasha County,6.066666666666666,77571.5,16.666666666666664
Wabaunsee County,5.55,73001.0,0.0
Wadena County,15.133333333333333,57904.333333333336,33.33333333333333
Wagoner County,10.422727272727274,71613.77272727272,9.090909090909092
Wahkiakum County,7.8,62801.0,100.0
Wake County,10.050267379679145,99827.41304347826,9.62566844919786
Wakulla County,12.450000000000001,68856.0,25.0
Waldo County,13.6875,62801.25,0.0
Walker County,20.14390243902439,55591.92682926829,26.82926829268293
Walla Walla County,14.174999999999999,68037.09090909091,8.333333333333332
Wallace County,11.7,83586.0,0.0
Waller County,13.716666666666667,78862.4,16.666666666666664
Wallowa County,15.233333333333334,58950.666666666664,33.33333333333333
Walsh County,9.766666666666667,68317.5,0.0
Walthall County,27.433333333333334,37752.333333333336,33.33333333333333
Walton County,14.246153846153845,67454.80769230769,26.923076923076923
Walworth County,12.841666666666667,72546.79166666667,8.333333333333332
Wapello County,16.400000000000002,57400.63636363636,45.45454545454545
Ward County,10.0875,83871.0625,6.25
Ware County,25.244444444444444,45640.22222222222,55.55555555555556
Warren County,12.756069364161851,75379.70175438597,13.294797687861271
Warrick County,8.399999999999999,82934.54545454546,0.0
Wasatch County,6.8,86602.5,0.0
Wasco County,12.8125,59002.375,12.5
Waseca County,8.82,71289.2,60.0
Washakie County,12.533333333333333,67003.66666666667,0.0
Washburn County,13.0,62568.2,0.0
Washington County,12.842153284671532,77139.11070110701,13.138686131386862
Washington Parish,28.136363636363637,43404.0,27.27272727272727
Washita County,13.3,64212.5,0.0
Washoe County,12.119444444444445,78504.1603773585,7.4074074074074066
Washtenaw County,15.770999999999999,98591.96774193548,15.0
Watauga County,24.161538461538463,68557.92307692308,0.0
Watonwan County,12.333333333333334,69750.0,0.0
Waukesha County,5.183720930232559,104242.81395348837,4.651162790697675
Waupaca County,10.758333333333333,71867.0,8.333333333333332
Waushara County,10.928571428571429,64661.57142857143,14.285714285714285
Wayne County,24.19671916010499,57148.31951871658,11.811023622047244
Waynesboro city,19.419999999999998,58828.4,20.0
Weakley County,24.39090909090909,53619.7,27.27272727272727
Webb County,33.557377049180324,44291.05,18.0327868852459
Weber County,13.265999999999998,70329.12,6.0
Webster County,19.74705882352941,53434.970588235294,8.823529411764707
Webster Parish,26.10909090909091,40559.818181818184,72.72727272727273
Weld County,10.246753246753247,82416.55263157895,15.584415584415584
Wells County,8.955555555555556,71826.22222222222,11.11111111111111
West Baton Rouge Parish,16.880000000000003,69194.6,20.0
West Carroll Parish,22.400000000000002,47340.333333333336,0.0
West Feliciana Parish,13.833333333333334,74791.66666666667,0.0
Westchester County,9.564253393665158,125473.88073394496,0.904977375565611
Westmoreland County,11.89423076923077,71908.625,9.615384615384617
Weston County,17.4,75669.0,0.0
Wetzel County,22.419999999999998,56199.4,60.0
Wexford County,16.975,51302.75,37.5
Wharton County,18.745454545454546,58034.545454545456,9.090909090909092
Whatcom County,15.805882352941175,75674.81818181818,8.823529411764707
Wheatland County,17.2,45729.0,100.0
Wheeler County,19.633333333333336,52324.0,16.666666666666664
White County,14.737837837837837,58363.75675675676,8.108108108108109
White Pine County,9.266666666666667,71589.33333333333,0.0
Whiteside County,10.794444444444444,67339.83333333333,22.22222222222222
Whitfield County,18.055555555555557,55098.77777777778,16.666666666666664
Whitley County,17.913333333333334,59700.8,6.666666666666667
Whitman County,26.589999999999996,65862.7,20.0
Wibaux County,15.8,53333.0,100.0
Wichita County,20.675675675675677,57021.18918918919,24.324324324324326
Wicomico County,15.831578947368422,67640.84210526316,26.31578947368421
Wilbarger County,19.025,58365.25,50.0
Wilcox County,28.1625,43361.25,50.0
Wilkes County,21.75,51150.11111111111,16.666666666666664
Wilkin County,9.25,70393.5,0.0
Wilkinson County,27.28,43716.8,40.0
Will County,8.351655629139072,92602.94666666667,10.596026490066226
Willacy County,30.639999999999997,36683.6,60.0
Williams County,10.2625,82176.25,6.25
Williamsburg County,22.245454545454546,46537.8,18.181818181818183
Williamsburg city,22.166666666666668,84036.66666666667,66.66666666666666
Williamson County,7.533333333333333,100961.9574468085,13.47517730496454
Wilson County,15.85818181818182,67988.89090909091,10.909090909090908
Winchester city,14.780000000000001,74428.0,0.0
Windham County,11.083720930232559,75813.04651162791,6.976744186046512
Windsor County,9.866666666666667,75155.16666666667,5.555555555555555
Winkler County,14.433333333333332,70260.0,0.0
Winn Parish,25.125,44309.0,25.0
Winnebago County,17.221487603305786,65590.47899159664,13.223140495867769
Winneshiek County,8.68,78345.2,0.0
Winona County,15.98,72604.7,20.0
Winston County,19.175,48178.75,33.33333333333333
Wirt County,18.85,49899.5,0.0
Wise County,17.045454545454547,58695.13636363636,22.727272727272727
Wolfe County,32.1,35105.5,0.0
Wood County,14.94320987654321,66982.25,12.345679012345679
Woodbury County,15.804,64466.88,12.0
Woodford County,10.429411764705883,80939.4705882353,5.88235294117647
Woodruff County,26.0,47488.5,0.0
Woods County,13.966666666666667,76390.33333333333,0.0
Woodson County,21.7,50436.5,50.0
Woodward County,11.38,71593.8,0.0
Worcester County,11.711229946524064,88181.15135135135,12.299465240641712
Worth County,14.88888888888889,58454.666666666664,0.0
Wrangell City and Borough,7.8,71923.0,100.0
Wright County,9.319230769230769,77104.23076923077,19.230769230769234
Wyandot County,9.533333333333333,64145.0,0.0
Wyandotte County,20.61044776119403,51945.70491803279,37.3134328358209
Wyoming County,13.466666666666667,64336.75,0.0
Wythe County,14.983333333333334,59820.0,16.666666666666664
Yadkin County,15.185714285714285,54728.857142857145,0.0
Yakima County,18.78,55990.444444444445,13.333333333333334
Yakutat City and Borough,6.7,75833.0,0.0
Yalobusha County,16.900000000000002,48541.666666666664,0.0
Yamhill County,14.029411764705882,71442.5294117647,11.76470588235294
Yancey County,19.580000000000002,50982.6,0.0
Yankton County,11.7,67247.4,40.0
Yates County,10.82,71912.0,0.0
Yavapai County,14.511904761904763,61611.52380952381,26.190476190476193
Yazoo County,31.016666666666666,43488.833333333336,66.66666666666666
Yell County,17.46666666666667,47078.0,50.0
Yellow Medicine County,12.950000000000001,69547.0,25.0
Yellowstone County,10.25,72871.625,12.5
Yoakum County,8.95,73837.5,0.0
Yolo County,20.178048780487803,96028.34146341463,2.4390243902439024
York County,11.65876288659794,76246.16062176166,8.24742268041237
Young County,12.65,57324.0,25.0
Yuba County,20.650000000000002,55805.92857142857,28.57142857142857
Yukon-Koyukuk Census Area,25.9,49449.75,100.0
Yuma County,19.51636363636364,50976.68518518518,27.27272727272727
Zapata County,37.46666666666667,34588.666666666664,66.66666666666666
Zavala County,39.45,33457.0,75.0
Ziebach County,41.0,38068.0,100.0
